Projetos de Pesquisa Cadastrados em 2017,,
Campus,Título,Nome Coordenador
Salinas,Levantamento da Diversidade de Leveduras em Frutos Nativos do Cerrado da Região do Alto Rio Pardo/MG,Marcos de Oliveira
Salinas,Secagem de Polpa de Banana pelo Método de Secagem em Espuma com Diferentes Etapas Preliminares,Bruna Castro Porto
Salinas,Identifying classes in Legacy Javascript code,Leonardo Humberto Guimarães Silva
Salinas,Zonas Homogêneas de Evapotranspiração de Referência para o Norte e Noroeste de Minas Gerais ,Marcelo Rossi Vicente
Salinas,Caracterização físico-química e avaliação do potencial antimicrobiano dos grãos de pólen da flor do Baru,Juliana Rocha de Meira Pires
Salinas,Estima da Evapotranspiração de referência com redes neurais artificiais ,Patrícia de Oliveira e Lucas
Salinas,Propriedades Físico-Químicas do Biodiesel,Roberto Ananias Ribeiro
Salinas,Escola Família Agrícola (EFA)? Que Bicho é esse?,Gerson Avelino Fernandes Pereira
Salinas,Efeito da salinidade na germinação e no crescimento inicial de mudas de leguminosas arbóreas,Tiago Reis Dutra
Salinas, Linguagem multimodal: A importância do uso de gesto nas aulas de química no 3º ano do Ensino Médio ,Elízio Mário Ferreira
Salinas,A importância das narrativas docentes na formação de professores,Gerson Avelino Fernandes Pereira
Salinas,Perfil dos alunos dos cursos de licenciatura do IFNMG Campus Salinas,Roamana Tatiana Soares Santos
Salinas,Substratos alternativos e diferentes granulometrias para produção de mudas de carne de vaca,Marília Dutra Massad
Salinas,Substratos alternativos na produção de mudas de Flamboyant e Ipê,Marília Dutra Massad
Salinas,Produção e Qualidade de mudas de Angico Vermelho em resposta a substratos alternativos e diferentes granulometrias,Marília Dutra Massad
Salinas,Diagnóstico dos cursos de licenciatura do IFNMG Campus IFNMG,Roamana Tatiana Soares Santos
Salinas,Geometria hiperbólico : Estudo de Polígonos de Voronoi,Frederico Ventura Batista
Salinas,Emparelhamentos de Arestas de Polígonos Hiperbólicos utilizando o Geogebra,Frederico Ventura Batista
Salinas,Métodos de controle de plantas daninhas na restauração florestal,Alessandro de Paula Silva
Salinas,Caracterização espectroscópica de materiais biocombustíveis ,Alisson Marques de Miranda
Salinas,O uso das novas tecnologias como ferramenta para atendimento aos alunos do 2º e 3º anos de informação,Eilson Santiago
Salinas,Vinhaça de cachaça artesanal: Um coproduto em potencial na produção de proteínas em Salinas – MG,Juliana Rocha de Meira Pires
Salinas,Física de Sistemas Complexos ,Alisson Marques de Miranda
Salinas,Avaliação do comportamento de adsorção da polpa de maracuá liofilizada e adicionada de agentes veiculadorespor meio de redes neuro- Fuzzy,Isis Celena Amaral
Salinas,Levantamento de leveduras em frutos do cerrado do norte de Minas com teste para verificação de potencial enzimático,Marcos de Oliveira
Salinas,Desenvolvimento de mudas de Baru ( Dipteryx alata (Vog.)) Em resposta a diferentes volumes de tubetes e doses de adubo de liberação lenta,Marília Dutra Massad
Salinas,Efeito de diferentes formulações e doses de osmocote na produção e qualidade de mudas de Abizia lebbeck (L.) Benth,Marília Dutra Massad
Salinas,Efeito da salinidade no desenvolvimento inicial de mudas de Albízia ( Albizia lebbeck (L.) Benth,Marília Dutra Massad
Salinas,Efeito de substratos renováveis e volumes de tubetes para produção e qualidade de mudas de Pau Ferro. ,Marília Dutra Massad
Salinas,Crescimento Inicial de Albízia (Albizia lebbeck (L.)) em condições de Matocompetição,Marília Dutra Massad
Salinas,Produção e qualidade de mudas de vinhático (Plathymenia reticulata Benth.) em resposta a diferentes formulações e doses de Osmocote,Tiago Reis Dutra
Salinas,"Manual de termos técnicos em espanhol dos cursos superiores de Medicina Veterinária, Engenharia Florestal e Engenharia de Alimentos",André Canela Brito Nobre
Salinas,Potencial Competitivo de Espécies Florestais Nativas da Mata Atlântica em Convivência com Urochloa descumbens ,Alessandro de Paula Silva
Salinas,Avaliação do Comportamento Relógico Durante o Processo Fermentativo do Iogurte em Diferentes temperaturas. ,Isis Celena Amaral
Salinas,"Crescimento de mudas de albízia (Albízia lebbeck (L.) Benth.) e canafístula (Peltophorum dubium (Spreng.) Taub.) sob diferentes doses de nitrogêncio, fósforo e potássio ",Tiago Reis Dutra
Salinas,Redes Neuro – Fuzzy na Predição da Maciez da Carne a Partir da Atividade Biológica,Alison Zile Lopes
Salinas,Avaliação Microbiológica e Físico- Química das Polpas de Frutas Comercializadas em salinas e Região,Rosimere Alves Guimarães
Salinas,"Estudo Analítico do Diagrama de Fases Quântico do Modelo de Heisenberg Spin – 1 Ferromagético, Anisotrópico em suas Interações, na Rede Hipercúbica Simples, com Anisotropia de íon único",Diego da Cunha Carvalho
Salinas,Comportamento de Oviposição e Estrutura Genética de Populações de Aedes Aegypti da Cidade de Salinas – MG,Filipe Vieira Santos de Abreu
Salinas,Modelo de Blume-Capel Spin – 3/2 e Spin-2 no Campo Cristalino Transverso: Uma aproximação de Campo,Diego da Cunha Carvalho
Salinas,Avaliação Sensorial do Doce de Leite Pastoso Elaborado com Diferentes Proporções de Soro,Edilene Alves Barbosa
Salinas,"Descrição do Diagrama de Fases do Modelo de Heisenberg Spin- 1 J1-J2-J3 Antiferromagnético, na Rede Cúbica Simples, na Presença de um Campo Cristalino, por meio de uma Abordagem Basônica",Diego da Cunha Carvalho
Salinas,"Estimativa da Biomassa, do estoque de Madeira e Carbono em Plantios de Eucalipto na Região do Alto Rio Pardo Via Sensoriamento Orbital",Ronaldo Medeiros dos Santos
Salinas,Estudo da Composição Química do óleo Essencial do Alecrim do Campo Medusabtha martiusii e a Avaliação do seu Potencial para a Inibição o Crescimento de Microorganismo Patogênico,Fábio Weliton Jorge Lima
Salinas,"Desempenho, Avaliação Econômica, Histológica e da Carcaça de Novilhas Alimentadas com Dieta Alto Grão.",Fernando Matos Pereira
Salinas,Desenvolvimento de Novos Adsorventes para Remoção de Contaminantes Orgânicos em Água Visando Remediação Ambiental,Luiz Fernando Oliveira Maia
Salinas,Controle do Binômio Tempo e Temperatura na produção de Refeições Porcionadas,Alcides Ricardo Gomes de Oliveira
Salinas,Determinação Microbiológica e Físico Química do Leite Cru Produzindo e Comercializado em Salinas e Região,Edilene Alves Barbosa
Salinas,Análise Físico-Química da Cachaça Produzida Artesanalmente em Alambique de Cobre Comparado à Cachaça Produzida Industrialmente,Oscar William Barbosa Fernandes
Salinas,Estudo da Qualidade Microbiológica de Polpas de Frutas Típicas do Cerrado Brasileiro,Felipe Cimino Duarte
Salinas,Influência da Idade ótima para Plantio no Crescimento de Mudas de Três Espécies Floretais Produzidas em Diferentes Dimensões de Recipientes,Tiago Reis Dutra
Salinas,Interferência de diferentes sombreamentos e substratos no desenvolvimento de mudas de tamboril para recuperação de áreas degradadas,Magalhães Teixeira de Souza
Salinas,Extração de Pectina do Maracujá-Amarelo (Passiflora Eduli F. Flavicarpa) e Maracujá-do-Mato (Passiflora Cincinnata) Caracterização e Elaboração de Filmes,Edilene Alves Barbosa
Salinas,Isolamento e Caracterização do Potencial Probiótico de Bactérias Lácticas a Partir de Leite Cru Comercializado Informalmente na Cidade de Salinas – Minas Gerais,Thiago Moreira dos Santos
Salinas,Efeito da Salinidade na Germinação e no crescimento Inicial de Mudas de Espécies Arbóreas ,Tiago Reis Dutra
Salinas,"Caracterização das Plantas Tóxicas de Interesse Pecuário na Microrregião de Salinas, Norte de Minas Gerais",Gabriel Domingos Carvalho
Salinas,Plataformas Open Source de Desenvolvimento de Jogos como Ferramentas de Ensino Interdisciplinar ,Alison Zille Lopes
Salinas,Disputas em Torno da Nova da Mineração: Desenvolvimento e Conflitos Sócioambientais no Norte de Minas Gerais,Ricardo dos Santos Silva
Salinas,Avaliação Sensorial do Doce de Banana Elaborado com Diferentes Proporções de Casca,Edilene Alves Barbosa
Salinas,Estudo comparativo da Florística e Estrutura de Florestas Estacionais Deciduais Exploradas e não Exploradas no Município de Salinas – Minas Gerais,Michellia Pereira Soares
Salinas,Geometria Espacial com Uso do Software Blender 3D,Anderson Vantuir Nobre Vieira
Salinas,Influência da Densidade na Bandeja e do Volume do Recipiente sobre a Produção de Mudas de Albízia ( Albizia lebbeck (L.)),Marília Dutra Massad
Salinas,Determinação da Idade ótima para Plantio de Mudas de Três Espécies Florestais Nativas Produzidas em Diferentes Dimensões de Recipientes,Tiago Reis Dutra
Salinas,Germinação e Crescimento de Plântulas de Espécies Arbóreas sob Influência do Estresse Salino,Marília Dutra Massad
Salinas,Características Microbiológicas do Leite Cru Consumido na Cidade de Salinas – MG,Edilene Alves Barbosa
Salinas,Interferência de Plantas Espontâneas e Forrageiras sobre o crescimento Inicial de Canafíscula ( Peltophorum dubium (Sprengel)),Marília Dutra Massad
Salinas,Tolerância à Contaminação do Solo Provocado pelo Herbicida Diuron + Hexazinone e Potencial Fitorremediador de Espécies Florestais da Família,Tiago Reis Dutra
Salinas,Avaliação de Propriedades Físicas e Mecânicas Madeira de Duas Espécies de Eucalyptus em Função do Apodrecimento em Dois Ambientes,Geraldo Magela Cardoso
Salinas,Fenologia de Diospyros Sericea A. DC. (Ebenaceae) no Parque Estadual de Serra Nova,Michellia Pereira Soares
Salinas,Utilização do Mesocarpo Externo do Pequi (Caryocar brasiliense Camb)e Oléo Comestíveis Residuais para a Produção de Sabão,Alexandre Santos de Souza
Salinas,"Elaboração do Caldo de pequi (Caryocar brasiliense) Caracterização micribiologica, físico- química e sensorial",Alexandre Santos de Souza
Teófilo Otoni,Historietas do Comportamento Brasileiro: Validação de uma Medida Ipsativa por Meio da Teoria de Resposta ao Item (TRI),Gustavo Henrique Silva de Souza
Teófilo Otoni,Plataforma Online para Mapeamento da Cultura no Vale do Mucuri/MG,Yuri Bento Marques
